Date,Spend,Impressions,CPM,Clicks,CPC,CTR,Acquisitions,CPA,CR,Age,Gender,Targeting,Image,Copy,Bid Type,Placement
6/14/15,2.1,573,3.664921466,0,0,0,0,0,0,55-64,M,tNUS4-LAL-1,Old16,Title5,cpm,NFM
6/14/15,10.13,2097,4.830710539,1,10.13,0.000476872,0,0,0,35-44,M,FirstEvent-LAL-1,CoreV4,Title5,cpm,NFD
6/14/15,10.35,2166,4.778393352,0,0,0,0,0,0,18-24,M,FirstEvent-LAL-1,CoreV4,Title5,cpm,NFD
6/14/15,18.05,3721,4.850846547,2,9.025,0.00053749,2,9.025,1,25-34,M,FirstEvent-LAL-1,CoreV4,Title5,cpm,NFD
6/14/15,37.99,7033,5.401677805,4,9.4975,0.000568747,3,12.66333333,0.75,18-24,W,FirstEvent-LAL-1,CoreV4,Title5,cpm,NFD
6/14/15,0.44,125,3.52,0,0,0,0,0,0,35-44,M,FirstEvent-LAL-1,Old06,Title1,cpm,NFD
6/14/15,0.85,237,3.58649789,0,0,0,0,0,0,25-34,M,FirstEvent-LAL-1,Old06,Title1,cpm,NFD
6/14/15,7.1,2005,3.541147132,2,3.55,0.000997506,0,0,0,45-54,M,tNUS4-LAL-1,Old16,Title5,cpm,NFM
6/14/15,0.45,131,3.435114504,0,0,0,0,0,0,18-24,M,FirstEvent-LAL-1,Old06,Title1,cpm,NFD
6/14/15,0.27,77,3.506493506,0,0,0,0,0,0,45-54,M,FirstEvent-LAL-1,Old06,Title1,cpm,NFD
6/14/15,26.67,7486,3.562650281,20,1.3335,0.002671654,0,0,0,35-44,M,tNUS4-LAL-1,Old16,Title5,cpm,NFM
6/14/15,11.78,3588,3.283166109,7,1.682857143,0.001950948,0,0,0,18-24,M,tNUS4-LAL-1,Old16,Title5,cpm,NFM
